feature	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	F13	F14	F15	F16	F17	F18	F19	F20	F21	F22	F23	F24	F25	F26	F27	F28	F29	F30	F31	F32	F33	F34	F35	F36	F37	F38	F39	F40	F41	F42	F43	F44	F45	F46	F47	F48	F49	F50	F51	F52	F53	F54	F55	F56	F57	F58	F59	F60	F61	F62	F63	F64	F65	F66	F67	F68	F69	F70	F71	F72	F73	F74	F75	F76	F77	F78	F79	F80	F81	F82	F83	F84	F85	F86	F87	F88	F89	F90	F91	F92	F93	F94	F95	F96	F97	F98	F99	F100	F101	F102	F103	F104	F105	F106	F107	F108	F109	F110	F111	F112	F113	F114	F115	F116	F117	F118	F119	F120	F121	F122	F123	F124	F125	F126	F127	F128	F129	F130	F131	F132	F133	F134	F135	F136	F137	F138	F139	F140	F141	F142	F143	F144	F145	F146	F147	F148	F149	F150	F151	F152	F153	F154	F155	F156	F157	F158	F159	F160	F161	F162	F163	F164	F165	F166	F167	F168	F169	F170	F171	F172	F173	F174	F175	F176	F177	F178	F179	F180	F181	F182	F183	F184	F185	F186	F187	F188	F189	F190	F191	F192	F193	F194	F195	F196	F197	F198	F199	F200	F201	F202	F203	F204	F205	F206	F207	F208	F209	F210	F211	F212	F213	F214	F215	F216	F217	F218	F219	F220	F221	F222	F223	F224	F225	F226	F227	F228	F229
U51	0	0.002238852	0	0.014862402	0	0.003103441	0.015842544	0	0	0	0	0	0	0	9.49e-05	7.36e-05	0.000820569	0.000153384	0	0	0	0	0	0	0	0	0.009018	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00146987	3.23e-05	0	5.78e-05	0	0	0	0	0	0	0.005121503	0	0	0	3.16e-05	0	0	0	0	0	0	0	0.000962947	0	0	0	8.25e-06	0	0.00204076	0.002401865	0	0.004056759	0.001923831	0.059675212	0	0	0	0	3.1e-05	0	0	0	0	0.001832351	0	0.016260739	0	0	0.005569962	0.000513113	0	0.001206435	0.000973952	0	0	0	0	0	0.000519991	0	1.51e-05	1.65e-05	0	0.000642423	0	0.002197583	0.000101797	0	0	0	0	0.006572802	0	0	0	0	0	0.002645353	0.00042576	0	0	0	0	0.003428092	0.000257244	0.001130775	0	0	0	0.014997902	0.031090125	0	0	0.004168186	0.56534697	0	0	0	0	9.15e-05	2.82e-05	0	0	0	0.000213224	0	0	0	7.15e-05	0.024478117	0.000753162	0.004154429	0.00171267	0	0	0	0.001770447	0	0.004864947	0	0.000114178	3.71e-05	0	0.000372798	0	8.74e-05	0	0.00018915	0	5.64e-05	0	0	0	0	0	0	0	1.65e-05	8.94e-06	0	0.000353539	0	0	0.001431352	0.00277879	0.024487746	0	0.018093089	0	0	0.00188944	0	0	0.001529023	0	0	6.88e-05	0	0	0	0	0	0	0	0	0	0.000311582	0.004558867	0	0.011624148	0	0	0	0	0.001352941	0.002921169	0	0	0	0.051771479	0	0	0	0	0	0	0	0	0.003775441
U52	0	0	0	0.006582626	0	0.001483311	0.001179101	0.002679441	0	0	0	0	0	0	5.02e-05	0	0	7.18e-05	0	6.63e-05	0	0	0	0	0	0	0.00133926	0	0	0.001883249	0	0	0	0	0	0	0	0	0	0	0.001113749	0	0	0	0	0	0	1.24e-05	0	0.000231034	0.011352879	0	0	0	8.74e-06	0	0	0.002968464	0	0	0	0	0.000428932	0	0	0	0	0	0	0.003555713	0	0.001763129	0.001523811	0.097996586	0	0.00030467	0	0	0	0	0	0	0	0.001862538	0.007108205	0.017716897	0	0	0.017954374	0.218393338	0.018869765	0	1.01e-05	0.001625061	0.001397709	0	0	0	0.000387511	0	0	0.000295926	0.000494284	0.000312494	0	0.000680215	0.000481858	0.002630197	0	0	0	0.003573202	0	0	0	0	0	0	0.000230574	0	0	0	0	0.006316155	0.000576204	0.00328602	0.003271293	0.002753998	0	0.023878876	0.020290026	0.000302829	0	0.005784132	0.359218185	0	0	0	0	4e-05	9.66e-06	0	0	0	0	0	0.000390272	0	0.001510005	0.009251022	0.001491135	0.001565692	0.002083447	0	0	0.000806318	0.00012104	0	0.016808409	0	4.19e-05	0	0	0.000265091	0	2.95e-05	0	7.13e-05	0	1.79e-05	0	0	0.00498794	0	0	0	0	0	0	0	0	0.000226892	0	0	0.005826473	0.027204015	0.000907107	0.019169373	0.000191454	0	0.001741959	0.001322692	0.000469892	0.001324993	0	0	2.62e-05	0	0	0	0.000815062	0.001213158	0.000354375	0	0.001308885	0	0.000739124	0.001243993	0	0.009360096	0	0.001878646	0	0	9.2e-06	0	0	0	0	0	0	0	0	0	0.00018271	0.000681136	0	0	0
U53	0	0.001034314	0	0.010235058	0	0	5.3e-05	0	0	0.001594061	0	0	0	0	9.88e-05	8.88e-05	6.01e-05	0.000143873	0	0	0	0	0	0	0	0	0.048136767	0	0	0.004665509	0	0	0	0	0	0	0	0	0	0	0.007734093	2.72e-05	0	2.15e-05	0	0	0	0	0	0.000504631	0.007726935	0	0	0	3.94e-05	0	0	0	0	0	0	0	0	0	0.000143158	0	5.73e-06	0	0	0.002087239	0	0	3.08e-05	0.025684634	0	0	0	0	3.51e-05	2.08e-05	0	0	0	0	0	0	0	0	0.047819673	0	0.031186183	0	0	0	0	0	0	0	0.000638483	0	1.79e-05	1.36e-05	0	0	0	0.001663492	0	0	0	0	0.000134568	0.01318339	0	0	0	0	0	0	0.000511073	0	0	0	0	0.00705481	0	0.000352884	0	0	0	0.014010841	0.017058668	0	0	0.002289807	0.581130674	0	0	0	0	6.51e-05	2.58e-05	0	0	0	0.001861766	0	0	0	3.58e-05	0.006621758	0	0	0.002827364	0	0	0	0.012801159	4.22e-05	0.017984183	0	0.000143158	0	0	0.003925383	0	0.000123831	0	0.0001904	8.8e-05	2.79e-05	4.58e-05	4.01e-05	0	0	0	0	0	0	1.29e-05	0	0	0	0.001846018	0.00060842	0.002908248	0.045935718	0	0.008868618	0	0	0	0.003272584	0	9.09e-05	0	0	6.73e-05	0	0.002504543	0	0	0	0	1.15e-05	0	0	0.000886146	0.00195625	0	0.008105587	0	0.002858143	0	0	3.58e-05	0	0	0	0	0.029526986	0	0	0	0	0	0.001421556	0	0	0
U54	0	0	0	0.004642577	0	0.002440682	0	0	0	0	0	0	0	0	0.00012169	0	0	0	0	0	0	0	0.0014465	0	0	0	0	0	0	0.00671245	0	0	0	0	0.000813943	0	0	0	0	0	0	4.71e-05	0	0	0	0	0	0	0	0	0.008091217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000412138	0	0.002299476	0	0	0.002568112	0.098545693	0	0	0	0	0	0	0	0	0	0	0.003663319	0	0	0	0.020565559	0	0	0	0	0	0	0.000383437	0	0	0.000998774	0	2.18e-05	2.3e-05	0.00011595	0	0	0	0	0	0.001297258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010776426	0	0.005389935	0	0.002446422	0	0.034063931	0.049313027	0.000679625	0	0.007071779	0.543502918	0	0	0	0.001289222	0.000564824	2.07e-05	0	0	0	0	0	0	0	0	0.006886948	0.001331699	0	0.003520965	0	0	0	0.003221333	0	0.000970074	0	0	0	0	0	0	0.000103321	0	9.53e-05	0.004624208	0	0	0	0	0	0	0	0	2.41e-05	0	0	0	0	0	5.63e-05	0.002088241	0.03215478	0.001497013	0.022374832	0	0	0.001218045	0	0	0	0.000696846	0	0	0	0	0	0	0	0.003618546	0	0	0	0.00211809	0.002278812	0	0.012768234	0	0.001806977	0	0	0	0	0	0	0	0	0	0	0.001828789	0	0	0	0	0	0
U55	0	0	0	0.006184839	0	0	0	0	0	0	0	0	0.005272163	0	3.73e-05	0	0	1.84e-05	0	0	0	0	0	0	0	0	0.005959991	0	0	0.005119879	0	0	0	0	0.000521237	0	0.001049118	0	0	0	0.000483933	0	0	0	0	0	0	0	0	0	0.005534314	0	0.000769592	0	0	0	0.000779301	0.00080383	0	0	0	0	0.000952025	0	0.001712418	0.019737521	0	0.000536568	0	0.006919681	0	0	0.000759371	0.089020186	0	0.00184426	0	0	0	0	0	0	0	0.00026624	0.007452672	0.011879102	0.000717979	0	0.024425591	0.028612354	0	0.00061322	0	0	0	0.000329095	0	0	0.000307632	0	1.48e-05	3.73e-05	0	0	0	0.001248415	0	0.000709803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005628852	0.002212704	0.005211863	0.002274026	0.002841255	0	0.017961737	0.031025376	0	0	0.003490246	0.463014121	0.000602489	0	1.48e-05	0	0	1.99e-05	0	0	0	0	0	0.000575916	0	0	0.008513543	0.001519765	0.001215198	0.002802417	0	0	0	0.003689543	0	0.000688851	0	0	0	0	0.000111402	0	0.001966904	0	0.002665465	0	0	0	0	0	0	0	0.000536057	7.21e-05	1.18e-05	0	0	0	0	0	4.8e-05	0.002108456	0.053861704	0.002271982	0.014730576	0	0	0.001658761	0.000588181	0	0	0	0.000330628	0.000609132	0	0.002508072	0	0	0.000957646	0.000150239	0	0	0	0.001643431	0.003270509	0	0.009272915	0	0.001080801	0	0	0	0	0	0	0	0	0	0.000445607	0	0	0	0.000572339	0	0	0.019188689
U56	0.00028068	0.002100104	0.000851123	0.006496515	0	0	0.004522671	0.002557912	0	0	0	0	0.005608149	0	0.001742214	0.000585885	0.001359799	0.002686897	0.000667637	0	2.18e-05	0	0	0	0	0	0.002870384	0.00159052	0	0.001017351	0.002042878	0	0	0	0	0	0	0.001932967	0	6.81e-05	0.000765739	6.18e-05	0	0	0	3.91e-05	0	0	0	0	0.007262253	0	0	0	0	0	0	0.000845673	0	0	0	0	0.000600419	0	0.001179946	0	0	0	0	0.000525934	0.000495959	0	0.000754838	0.04107465	0	0	0.000571352	0	0	0	0.000271596	0	0	0	0.000733946	0.003657923	0	0	0	0	0	0	2.09e-05	0	0	0	0	0.000211645	0.001380691	0	2.36e-05	1.54e-05	0	0	0	0	0	0	0	0	0.000518667	0.000246163	0	0	0	0	1.18e-05	8.81e-05	0.000679445	5.09e-05	0.003284591	0.000465983	0	0.001853941	0.001308023	0.00281225	0.000950133	0.001713147	0	0.00385776	0.012958512	0	0	0.003024803	0.622004945	0	0	0	0	0	3.91e-05	0	0	0	0.001457901	0.000474158	0.000326097	0	0.0004787	0.008027083	0	0.001116361	0	1.45e-05	0.00020347	7.9e-05	0.003578897	0.000640386	0.006959773	0	0.00084749	0.000129894	0.000346989	0.010286148	0	0.002708698	0.000232537	0.005025897	0.000460533	0.001206288	0.000233446	7.45e-05	0	0	0.00113907	0	0	2.54e-05	0	0.000725771	0	0	0	0.000289763	0.002618771	0.07007552	0.002042878	0.010806632	0.000402399	0	0.001674088	0	0	0.000828415	0	0	0	0	0	0.000231629	9.27e-05	0	0.000344264	0	0	0	0.000621311	0.003677907	0	0.007881747	0	0.001657738	0	0	0	0.000880191	0.001885733	0	0	0	0	0.000560452	3.18e-05	0.000220729	0	0	0.0014252	0.001797623	4.36e-05
U57	0	0.005273388	0.000158458	0.01368125	0.002128242	0.002898656	0	0	0	0	0	0	0	0	3.89e-05	0	0	0	0	0.000216612	0	0	0	0	0	0	0.003074186	0	5.82e-05	0.001616589	9.98e-05	0	0	0	0	0	0	0	0	0	0.000741603	0.001934038	0	0	0	0	0	0	0	0.000414017	0.009559749	0	0	0	0	0	0	0.000411883	0.000906464	0	0	0	0.000936875	0	0	0	0	0.00025556	0	0.004381329	0	0	0.002439289	0.118148104	0.000689318	7.52e-05	0.000744271	0	0	0	0	0	0	0.00029344	0	0.006137702	0	0.009851055	0.004494437	0.000423087	0	0	0	0	0.006471157	0	0	0	0.000306245	0	1.28e-05	8.54e-06	0	0	0	0.000212878	0	0	0.001087863	0	0	0.004137507	0	0	0	0	0	0	0	0	0	0.000185668	0	0.006990813	0.003624787	0.004980481	0.000212344	0.005636186	0	0.024445171	0.041490314	0	0.00071386	0.005541218	0.523273278	0	0	0	0.000304644	0	1.12e-05	0	0	0	0.000314781	0	0	0	0	0.032831693	0.002344321	0.001370099	0.006283355	0	0	0	0.000709058	0	0.010520099	0.004218603	0	0	0	0	0	4.27e-05	2.03e-05	0	0	0	0	0	0.000103504	0	0	0.000608755	0.000618359	0	5.34e-06	0	0.000992895	0	0	0.00076828	0.003916627	0.029129544	0.000979557	0.027682617	0.00136423	0	0.002700717	0.001057985	0.000717595	0.000387875	0	0	0	0	0	0	0	0.001770245	0	0	0	0	0.001969784	0.002995224	8e-05	0.01288416	0	0.001489076	0.000265163	2.03e-05	0	0	0	0	0	0	0	0.000341458	0	0	0	0.000199539	0	0	0
U58	0	0.002225972	0	0.006300338	0	0.000989535	0	0	0	0	0	0	0	0	5.59e-05	7.96e-05	3.92e-05	5.27e-05	3.4e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000952612	0	0	0	0	0	0	6.84e-05	0	0	0.005432809	0	0	0.000361845	0	0	0	0.001598282	0.00070282	0	0	0	0.001202725	0	3.95e-05	0	0	0	0	0.003627438	0	0	0.001290698	0.060258878	0	0	0	0.000339691	0	0	0	0	0	0.001283955	0	0	0	0.056715239	0	0	0	0	0	0	0	0	0	7.93e-05	0	0	7.38e-06	2.25e-06	0	0.00078694	0	0.00065177	0	0	0.000972839	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00120722	0.009083364	0.003869845	0	0.000791114	0.001666348	0	0.008957505	0.031044807	0.000599436	0	0.003280041	0.713843373	0	0	0.000598473	0	0	0	0	0	0	4.46e-05	1.96e-05	0	0	0	0.010991477	0.000733964	0.002753488	0.000304695	0	0	0	5.62e-05	0	0	0	0	0.000950043	0	0.000331343	0	0.000110448	0	7.32e-05	0	4.53e-05	0	0	0	0	0	0	0.000102421	0	0	0	0	0	0	0	0.003671103	0.012270295	0	0.010967397	0.000535543	1.61e-05	0.001721251	0	0.000297631	0.000260066	0	0.000989856	0	0	0	0	0	0.000776024	0	0	0	0	0.001280744	0.001353627	0	0.011827541	0	0.000618379	0	0	0	4.43e-05	0	0	0	0.005224114	0	0.000296668	0	0.000656265	0	9.66e-05	0	8.89e-05	0
U59	0	0.000733661	0	0.013259175	0.001536999	0	0.000262314	0.003582231	0	0	0	0	0.001909977	0	0.000221328	0	0	0.000241821	0	0	0	0	0	0	0	0	0	0.002200982	0	0	0.001799313	0	0	0	0	0	0	0	0	0	0.004635588	0.000131157	0	0	0	0	0	0	0	0	0.008180931	0	0	0	0	0	0	0.002278857	0	0	0	0	0.001360756	0	0	0	0	0	0	0.004680673	0	0	0.001811609	0.073435745	0	0	0	0	0	0	0	0	0.002151798	0	0	0	0	0.23678796	0	0	0	0	0	0	0	0	0	0	0	0	0	6.56e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.69e-05	0	0	0	0	0	0	0.006115205	0.005910272	0.001377151	0	0.001127132	0	0.021968834	0.017808691	0	0	0.001676353	0.444524596	0.000983679	0	0	0	0	0	0	0	0	9.43e-05	0	0	0	0	0.022362305	0	0	0.002217377	0	0	0	0.00033609	0	0.00055332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001815708	0.003877335	0.040744809	0.007316113	0.024747727	0.001791116	0	0	0	0	0	0	0.001811609	5.74e-05	0	0	0	0	0	0	0	0	0	0.003324016	0	0	0.002766598	0	0	0	0	0	0.001434532	0	0	0	0	0	0	0	0	0	0.00012296	0	0	0
U60	0	0	0	0.003448135	0	0	0	0	0	0	0	0	0	0	2.24e-05	0	0	0	0	0	0	0	0.005061203	0	0	0	0.051876141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00215483	0	0	0	0	0	0	0	0	0	0	0	0.002146004	0	0	0	0	0	0	0.003315071	0	0	0	0.052266509	0.00200683	0	0	0	0	0	0.000693836	0	0	0	0	0	0	0	0.043252069	0	0.083246095	0	0	0	0	0.000219964	0	0.000275634	0.001854756	0.177837974	0	6.79e-06	0	8.69e-05	0	0	0	0.003055731	0	0	0	0.015702967	0.023997773	0	0	0	0	0	0	0	0	0	0	0.003167071	0.006527628	0	0	0.004220724	0	0.005185442	0.032663259	0	0	0.004038779	0.285932504	0	0	0	0	0	1.22e-05	0	0	0	2.38e-05	0	0	0	0	0.010142094	0.001408718	0	0	0	0	0	3.46e-05	0	0.047966354	0	0	0	0	0	0	4.75e-05	0	0	0	0	0	0	0	0	0	0	0	1.7e-05	0	0	0	0	0.000897506	0	0.00314263	0.01701053	0	0.024077205	0	0	0.001659912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.81e-05	0.000137138	0	0	0.004275036	0	0.001372058	0	0	0	0	0	0	0	0.042368819	0	0.001172461	0	0	0.000627983	0	0	0	0
U61	0	0	0	0.009787296	0	0	0	0	0	0	0	0	0	0	4.66e-05	0.000213533	0	3.52e-05	0	0	0	0	0	0	0	0	0.020279932	0	0	0	0	0	0	0	0	0	0.002457898	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006474131	0	0	0	0	0.014542943	0	0	0	0	0	0	0	0	0	0	0	0.000897292	0.00508844	0.004856734	0	0	5.79e-05	0.048327686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.328745029	0	0	0	0.001717349	0.004907846	0	0	0	0	0.014115878	0	0	1.02e-05	0	0	0	0	0	0	0	0	0	0.011397879	0	0	0	0	0	0	0	0	0	0	0	0.006864851	0	0	0	0.002799778	0	0.01710988	0.02344317	0	0	0.004547793	0.299911293	0	0.000624697	0	0	0	0	0	0	0	0	0.000498622	0	0	0	0.021304435	0	0.003182547	0	0	0	0	0.00227844	0	0.018605745	0	0	0	0	0	0	0	0	0	0	0.00216713	0	0	0	0	0	0.000343015	0	0	0	0	0	0	0	0	0.001707126	0.039493337	0	0.022975215	0	0	0	0	0	0.002632813	0	0	0	0	0	0	0	0	0	0	0	0	0.003841318	0.002967878	0	0.006031164	0	0	0	0	0	0	0.00021694	0	0	0	0	0	0	0	0	0	0	0	0
U62	0.000581006	0.001010005	0	0.004654808	0	0	0	0	0	0	0	0	0	0	0.000233078	0	0	0	0	0	0	0	0	0	0	0	0.010495274	0	0	0.002232821	0	0	0	0	0.00146265	0	0	0	0	0	0	0	0	0	0	0	0.001165391	0	0	0	0.053499889	0	0.004100825	0	0	0	0	0	0	0	0	0	0	0.063626967	0	0	0.000324283	0	0	0	0	0	0	0.084539823	0	0	0	0	0	0	0	0	0.001847736	0	0	0	0	0	0.008002351	0	0	0	0	0	0	0	0	0.000445889	0.001013383	0	4.39e-05	0	0	0	0	0	0	0.00746188	0	0	0	0	0.005418223	0	0	0	0	0	0	0	0	0	0	0.004789926	0.002148373	0.00254697	0	0.002759781	0	0.01245786	0.032124254	0.000807329	0	0.003844101	0.462143373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018859065	0	0	0.00244901	0	0	0	0.003604267	0	0.035400861	0	0	0	0	0	0	0	0	0	0	0.001010005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.095896473	0.002776671	0.012187625	0	0	0.001722752	0	0	0.000614786	0	0	0	0	0	0	0	0	0	0	0	0	0.00637756	0	0	0.006938298	0	0.002124727	0	0	0	0	0	0	0	0	0	0	0	0	0.000239834	0	0	0	0
U63	0	0.001727868	0	0.002817672	0	0	0.004609104	0	0	0	0	0	0.000685131	0	7.33e-05	2.81e-05	2.96e-05	0.000101896	2.86e-05	0	0	0	0	0	0	0	0.014785137	0	0	0.003097159	0	0	0	0	0	0	0	0	0	0.001220328	0	0	0	0	0	0	0	0	0	0.000712303	0.008491349	0	0.000654562	0.000338684	0	0	0	0.003895346	0	0	0	0	0	0	0	0	0	0	0	0.002326144	0	0.002017545	0.003671659	0.090627443	0	0	0.001024785	0	0	0	0	0.000978689	0	0.000649224	0	0	0	0.004897325	0.02373696	0	0.01868388	0	5.92e-05	0	6.55e-05	0	0.000108204	0	0.000721522	0	0	0	0.001242163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.22e-05	0.000512392	0	0.00017662	0	0	0.004260716	0.006008479	0.000782175	0.002007355	0.003485335	0.000583234	0.020241436	0.03610182	0.000467267	0	0.00616472	0.412113322	0	0	0	0	1.84e-05	0	0	0	0	4.08e-05	0	0	0.000693865	2.23e-05	0.008617992	0.00255905	0	0.001424121	0	0	0	0.00229315	3.78e-05	0.028239316	0	0.004840554	0	0	0.000317334	0	0.000176135	0	0.001737087	0	4.32e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	4.51e-05	0.002284416	0.084020203	0	0.009609296	0	0	0.001879742	0.000550725	0.000495895	0	0	0	2.23e-05	0	0	0	0.001440618	0.000990334	0	0	0	0	0.000547328	0.001183937	0	0.007919275	0	0.00157648	0	0	0	0	0	0	0	0.026437209	0	0.001272732	0	0	0	0.000651165	0	0	0.005595071
U64	0	0.001130105	0.00025135	0.002609808	0	0.00041413	0	0	0.001021692	0	0	0	0	0	0.0002065	2.32e-05	0	4.63e-05	0	0	0	0	0.000489147	0	0	0	0.000867946	0	2.95e-05	0.002184063	0	0	0	0	0	0	0.000200692	1.45e-05	0	0	0	5.89e-05	0	0	0.003986261	0	0	1.03e-05	0	0	0.001840595	0	0	0	4.03e-06	0.02317336	0	0	0	0	0	0.000169072	0	0	1.69e-05	0	1.61e-06	0	0	0.000330239	0	0	0.00054771	0.02498669	0	0	0	0.000278614	0	0	0	0	0	0	0	0	0	0	0.521777225	0.070796187	0	0	4.52e-06	0	0.00215341	0	0	0	0	0	2.58e-06	1.66e-05	0	0	0	0	0	0.000141324	0	0	0	0.006033679	0	0	0	0	0	0.001099775	0	0.00079922	0	0	0.000721783	0.00240605	0.000685	0	0.000451558	0.00131047	0	0.005600674	0.010462948	0.000136	0	0.001030404	0.14882311	0.000258932	0	0	0	1.45e-05	4.19e-06	0.000162458	0	0	2.61e-05	0	0	0	2e-05	0.008539914	0.000210049	0.001070736	0.003613593	0	0	0	6.15e-05	0	0.002287958	0.019288574	0	0	0	0.001016852	0	0.000314268	0	2.32e-05	0	8.55e-06	7.74e-06	0	0.029093464	0.005407725	0	0	0	0	0	0	0	0	0	0.00022344	0.000604659	0.021302436	0	0.004837268	0	0	0.000593688	0	0	0	0.00016391	0	6.61e-06	8.07e-06	0.000245703	0	0	0	0	0	0	0	0.000656606	0.000624825	0	0.002273277	0	0.000136645	0	0	4.52e-06	0	0	0	0	0	0	0.000109542	0	0	0	8.07e-07	0	0	0
U65	0	0.000991189	0	0.007530181	0	0.002220072	0	0.002505307	0	0.002678824	0	0	0	0	0.000468259	0.000175894	0.000161633	0.000401705	0	0	0	0	0	0	0	0	0.004259497	0	0	0.003479857	0	0	0	0	0.000917503	0	0	0	0	0	8.79e-05	0	0.001176591	0	0	0	0	0	0	0	0.000831933	0	0.001038728	0	0	0.000570468	0	0.001968116	0	0	0	0	0	0.048663322	0	0	0	0	0	0.002445883	0	0	0.001751813	0.074940517	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001892053	0.009819185	0.003622474	0	0	0	0	0.000130732	0	0	0	0	0	0	0	0	0.000247203	0	0.001304946	0	0.0006085	0	0	0	0.006215727	0	0	0	0	0	0.000287611	0.001692389	0	0	0	0	0.00579263	0.004528092	0.003113806	0	0.001511741	0	0.008545139	0.033526896	0	0	0.004782426	0.573881585	0	0	0	0	0.000166387	0	0	0	0	0.000244826	0	0	0	0.00014024	0.01043957	0.001024466	0.000786771	0.004532846	0	0	0	0.001188476	0	0.001150444	0.000404082	0	0	0	0.001977623	0	0.001787467	0.000104586	0.000423097	0	0.000125978	0	0	0	0	0	0.000746363	0	0	0	0.00183976	0	0	0	4.99e-05	0.002236711	0.072095306	0.001048235	0.019498131	0	0	0.001806483	0.0013406	0	0.000912749	0.000204418	0.001121921	9.51e-05	0	0	0	0	0.001442809	0	0	0	0	0.000960288	0.001457071	0	0.013408382	0	0	0	0	0	3.8e-05	0	0	0	0	0	0	0	0	0.000442113	0.000715462	0	0	0
U66	0.000362132	0.002350574	0.001051933	0.016943608	0	0.004848846	0	0.014804186	0	0	0	0	0	0	0.000115423	4.98e-05	4.16e-05	0.000125269	4.54e-05	0	0	0	0.001496665	0	0	0	0.004118018	8.86e-05	0	0.004382232	0.004564939	0	0	0	3.23e-05	0	0	0	0	0	0.00065315	1.75e-05	0	2.95e-05	0	0	0	0	0	0	0.014992911	0	0.000409176	0	1.97e-05	0.011671364	0	0	0	0	0	6.67e-05	0.001969296	0	6.73e-05	0	0	0	0	0.003264109	0	0	0.001578719	0.113182033	0.000827105	0.001375225	0	0	0	0	0	0.0021159	0	0	0	0	0	0.000882901	0.001085301	0.01036944	0	0.001343498	0	0	0.002913465	0	0.000295394	0.00019693	0	0.005221918	1.53e-05	0.00054648	0	0.000499982	0	0	0.001856609	0.010376004	0	0	0	0.000317823	0.00954343	0	0	0	0	5.74e-05	0.000568908	0	0	0	0	0.005183079	0.00141297	0.003660703	0.004047451	0	0.000999418	0.015221568	0.027453087	0	0	0.007213095	0.401875427	0	0	0	0	6.35e-05	0	0	0	0	6.13e-05	0	0	0	6.18e-05	0.030531207	0.004600495	0.005509107	0.002816641	0	0	0	0.00012691	0	0.002074326	5.91e-05	0.0001012	3.94e-05	0	0.0019042	0	8.97e-05	3.01e-05	8.81e-05	4.49e-05	4.54e-05	0	0	0.013854548	0	0	0	0	0	0	0	0	0	0.00082601	0	0.004497107	0.066069897	0.000852268	0.023140328	0	0	0.001715476	0.000377996	0	8.75e-06	0	0.001723681	4.1e-05	0	0	0.001960544	0.004510783	0.003556221	0	8.75e-06	0	0	0.000888919	0.001886695	0	0.012226596	0	0.000907517	0	0	0	2.02e-05	0	0	1.37e-05	0	0	0.001001606	0	0	0.000154262	0.001873567	0	0	0
U67	0	4.87e-05	0.001199391	0.014773872	0	0.00234203	0	0	0	0	0	0	0	0	3.89e-05	0	0	6.93e-05	0	0	0	0	0	0	0	0	0.02983642	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006464826	6.84e-05	0	1.12e-05	0	0	0	0	0	0	0.009747958	0	0.000488873	0	1.47e-05	0.008638387	0	0	0	0	0	5.59e-05	0	0.038583396	0	0.004579047	0	0	0	0.004032081	0	0	0.001405397	0.076610442	0	0	0	0	0	0	0	0	0	0	0	0	0	0.219098026	0.006156934	0	0.007368391	0	0	0.002464472	0.00429618	7.55e-05	0	0	0.000321297	0.009551783	0	0	0	0.000926355	0	0.002233888	0	0.002166858	0	0	0	0	0	0	0	0	0	0	0.00167307	0	0.004600496	0	0	0.000396371	0	0.003010097	0.001236928	0	0	0.008313068	0.028306794	0	0	0.004454818	0.318148791	0	0	1.03e-05	0	9.16e-05	0	0	0	0	0.001088121	0	0.001600231	0	3.22e-05	0.020972365	0.000510322	0.001520242	0.00162883	0	0.002529714	0	5.32e-05	0	0.006909458	0	0	0.001026901	0	0.000201537	0	8.09e-05	0.001230225	6.66e-05	0	1.52e-05	0	0.001711948	0	0	0	0	0	0	0	0	0	0.000606845	0	0.000792742	0.002510052	0.04792247	0.000708731	0.012143165	0.000589418	0	0.002377333	0	0	0.000602824	0	0	1.7e-05	0	0	0	0	0	0	0	0	0	0.00075029	1.12e-05	0	0.005106797	0.000793636	0.000619805	0	0	0	0.004573684	0	0	0	0.004729194	0.000464742	0	0	0	0	0.000357047	0	0	0.000734649
